Username,Published At,Likes,Replies,Comment
@amandapittar9398,19/08/2021 05:27,4,0,"I just wanted to put my arms around Susan and hold her. So sad. You can have 10 children and each one is precious, one goes missing and is terribly missed forever."
@kalinnavyacheslavovna2760,19/08/2021 00:54,0,0,"The reason no one was held accountable is because these people were actors to make it look like bbc was doing more than they really are for this cause. They just happened to come across multiple unrelated trafficker's and victims out of nowhere at the same time huh? This was laughable. If they did all of this as it's shown in the doc and did not seek to bring in some form of authorities to end this, both bbc and their reporters would be involved in trafficking themselves"
@kimberlyking9523,18/08/2021 20:49,0,0,"The poverty level in these countries are alarming. It’s one thing to hear about it, and quite another to see it. Why so many naturally rich countries with poor people? Corrupt leadership, or lack of leadership, unemployment and overbreeding. These governments should consider a two-child per home policy. 6:54. Look at all those young babies in unlivable conditions."
@EvitasBudgetingLife,18/08/2021 19:03,4,0,Sickening and heartbreaking.
@rousseautr,18/08/2021 01:58,0,0,Why didn't you just snag the baby as soon as you saw it.
@jessicarenae5107,18/08/2021 00:23,1,0,*Only 30 years in prison for child trafficking?! There are children being sacrificed... I think these ppl need to be sacrificed!!*
@Chestnuthue,18/08/2021 00:20,0,1,"Shame on Kenya, no authority"
@jessicarenae5107,18/08/2021 00:07,3,0,*I wish I could take on all of these women and their babies that are on the streets!! So heartbreaking!! And that sweet sweet adorable little one Anita is selling ... OMG.... how??!! How can you live with yourself?!*
@awildarodriguez4491,17/08/2021 23:05,0,0,"WHY DIDNT THEY TAKE BABY BOY THE MOMENT THEY SAW HIM. SAVE THE CHILD AS SOON AS YOU SEE HIM/HER. I would've just smacked Anita so hard and grab that baby boy and have police there already to arrest her. I can understand that these rescue operations have to be done in a methodological manner in order to continue rescuing more children, BUT how can we risk losing 1 precious life upon laying our eyes on him, the likelihood of that life ending up dead or worse is too high."
@awildarodriguez4491,17/08/2021 22:57,5,0,"As insane and devilish this is, IT IS still happening today in 2021 all over the world. Our defenseless children. Jesus have mercy on every mother."
@MissouriCrookedBarnHomestead,17/08/2021 04:56,0,0,"It does not sound much different than selling their own people into slavery, which still happens today.  To be a continent of the beginning of mankind, it has the least amount of civilization."
@amandamccallum6796,17/08/2021 03:16,2,0,"The saddest part is the lack of interest/action by the police and officials.  They needs shelters to protect vulnerable women and their children, get them off the streets."
@keamogetswenamane4864,16/08/2021 16:19,1,0,"No child should be brought up on the streets like that. God bless them, this is just too sad to watch."
@keamogetswenamane4864,16/08/2021 16:18,6,0,"No child should be brought up on the streets like that. God bless them, this is just too sad to watch."
@strawberry-soju,16/08/2021 14:47,0,0,38:12 how was this shot filmed if there was supposed to be 3 people in the room????????????????????????
@mandychapin9411,16/08/2021 14:20,0,0,"Maybe our focus should be getting these women and children off the streets, then maybe these children won't be taken."
@dreamscapenow,16/08/2021 10:26,0,0,So you're still selling your people to slavery. I pray GOD gives you your just reward!
@helenmatchett8295,16/08/2021 01:57,0,0,This is horrible … 😢
@brendandagire1710,15/08/2021 20:26,0,0,"Thank God that Kenya has atleast treid to save those Babies,  they stol my Baby From Namirembe Hospital Uganda in 2000. God bless our child"
@beatricebritt347,15/08/2021 16:20,1,0,This report gives me the chilles. Make me think of how the African government was involved in the slave trade of my ancestors.
@Moi2.24,15/08/2021 15:30,0,0,"This is why theu are getting away with it. They are on camera, proof of their baby snatching and still no arrest. This poor reporter is doing everything she can think of and yet to no avail. Just sad. Hold your little ones tight tonight :-("
@tangelahobson8062,15/08/2021 13:33,1,0,38:16 dude looking str8 into the camera 🤣
@Peanut_Butter_Coalition,15/08/2021 02:46,0,0,I cannot imagine😢😢😢
@God_grace.562,14/08/2021 22:24,1,0,Am in tears😭😭😭 these babies don't deserve this at all....may all those who do this never know peace.
@Youtuper05,14/08/2021 22:11,1,0,How can a woman do this to other woman😭😭💔 what has a world turned to
@raeallen2708,13/08/2021 22:25,1,0,Who was the first insane person to say “ you know what? Let’s kidnap children and dismember/kill them.”  THEN WHO WAS THE FIRST FOOL TO AGREEE??!
@angelalumwai6164,13/08/2021 22:07,2,0,"Why hasn't these crimes been reported to the Kenyan govt to put a stop to this most heinous crime. It is one of the most  heartless, cruel, barbaric and immoral act and leaves an indelible stain on the Kenyan nation."
@mphiwembalenhle4283,13/08/2021 19:52,0,0,This breaks my heart yoh! 💔
@joselynebenson6117,13/08/2021 15:45,2,1,Namibia is the most peaceful country in Africa.  No one can deny it
@olumideadebayo1629,13/08/2021 12:50,1,0,Nobody realized how risky and dangerous this could be to the journalists
@gazelleneek5875,12/08/2021 21:15,0,0,For those of u who dont know...she is putting her life at risk. Bc every one talks on the low. If every one talks on the low then the the ppl who sell people babies can gang up on her and kill her too.
@janetgarcia6106,12/08/2021 20:54,0,0,Queen Elizabeth and her scum blood line are behind this including the CIA and FBI they are disgusting
@habiba4518,12/08/2021 16:41,19,1,"The fact that some o these babies are used in sacrifices is so freaking messed up man. Also these women who are barren, do their husbands no question these overgrown toddlers just sitting in their living room one day? I can't be live how evil and coldhearted Anita is."
@jammyblessed7368,12/08/2021 12:33,1,0,Fred GOD will judge u !!!
@jammyblessed7368,12/08/2021 10:13,0,0,The mother her self should be punished why will u go thru such pain nine months and after u sell off ur pain!!
@jammyblessed7368,12/08/2021 10:12,0,0,Africa who did this to u?????
@marydaramola6755,12/08/2021 08:19,0,0,My heart bleeds for those children and their families and what are the government of Kenya doing about this for God sake how can they be selling babies like a piece of cloth and not has been down to put an end to this.
@rl9169,11/08/2021 17:36,1,0,I was so scared for Rose as the doctor looked towards the hidden camera several times😱
@stacycastro929,11/08/2021 16:53,0,0,"When Anita had taken the baby she looked doped up .  The drugs have destroyed her brain and soul. Demons walking on earth... so sad , disturbing what drugs do to people, the innocent have to suffer. What’s even worse?!!! The people that are on top with the most money, platforms, the power to do something, do not.  They rather focus on money, money is their God."
@stacycastro929,11/08/2021 16:42,1,0,Hell on earth...
@spiritualbutterfly8709,10/08/2021 04:46,0,0,Now it make sense why celebrities and white rich people stay in africa. It kind of makes your mind wonder🤔
@charlenetrinidad2414,09/08/2021 04:06,0,0,Eric Howard Silverstein of Erie Colorado fertility specialists held auctions selling stolen human embryos attended by many high ranking Colorado officials
@gegeedward4792,07/08/2021 22:36,0,0,But why are the street mothers not keeping an eye on their children while they’re sleeping if I knew something like this happens while I’m sleeping I’m keeping my kids very close to me
@lindagarris1472,07/08/2021 17:26,0,0,"In USA - there are so many in foster care- mostly black kids that need homes
Why would there be a black market when so many kids need homes- unless Theyre being sold for other reasons
God must look down and cry
Animals and children tortured and sold into sex slavery worldwide
Millions aborted
Its time for your return King Jesus"
@alishal.9566,07/08/2021 17:06,0,0,Oml.... Thank goodness for America right now. I am 100% safe! I would not not make it in Africa! No country in Africa! The whole continent is a waste!
@janerosakaruu1190,06/08/2021 17:23,0,0,"Oh no.. They should not have let Anita out of sight . They should have had her followed 24/7 for the sake of that baby.. So close to rescuing that baby, and they screwed it up 😭😭😭"
@irenerandazzo4206,05/08/2021 14:53,0,0,"For the babies who are sold directly from the hospital to wealthy families who don't have children I say... maybe they are better off... you know what children group homes look like in third world countries? You are looking at poverty, sexual abuse and mistreatment. At least they will get to stay with a good family who treats them well and has money...
In that case the mothers already abandoned the children, so they were not stolen from their moms. Even in first world countries the foster care system is flawed, I cannot imagine what it looks like over there."
@veer49,05/08/2021 14:14,0,0,"I know the country doesn't have money for it, but the homeless moms should be helped to find employment, cheap accomodation and free education for their children."
